output/traj10_set0_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set10_rep4_counts.csv:1389,4915,499,12,12,21,17,324,149,0.26519490839681414,0.9945033434302772,0.35088663834461037,0.7598396654587407
output/traj10_set10_rep4_counts.csv:1736,4915,449,20,10,9,13,313,139,0.23001547633843508,0.9941276219655555,0.31218487507947207,0.7409984617655883
output/traj10_set10_rep4_counts.csv:2083,4915,487,19,10,18,15,323,122,0.2670803242199756,0.9963647183596298,0.3676178749704364,0.7291582433857202
output/traj10_set10_rep4_counts.csv:2431,4915,473,15,13,15,17,334,143,0.25331031201899784,0.9935683478670373,0.35196678753056093,0.72434345606278
output/traj10_set10_rep4_counts.csv:2778,4915,444,11,17,16,15,368,133,0.2624206635204939,0.9940838878563883,0.3709923957250361,0.7115402505681232
output/traj10_set10_rep4_counts.csv:3125,4915,413,14,13,22,13,327,124,0.20004260304552252,0.9946868960640743,0.281610183662029,0.7142427722315514
output/traj10_set10_rep4_counts.csv:3472,4915,446,14,12,18,18,322,160,0.261344263749282,0.9939878034409261,0.37075326624691435,0.7092887147452446
output/traj10_set10_rep5_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set10_rep5_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set10_rep5_counts.csv:347,4915,508,8,11,20,13,315,154,0.32143953352572385,0.9938479849162963,0.4098274298019299,0.7891955501768058
output/traj10_set10_rep5_counts.csv:694,4915,473,14,10,14,17,334,127,0.3764365007582648,0.9933847952332405,0.4870274784934526,0.7780877973361575
output/traj10_set10_rep5_counts.csv:1042,4915,489,15,12,12,10,326,130,0.23938750939217512,0.9930090737685184,0.31488147690679524,0.7657215049827842
output/traj10_set10_rep5_counts.csv:1389,4915,429,14,9,20,14,333,129,0.2502650195129318,0.995106351637963,0.33369121709758837,0.7537728330936299
output/traj10_set10_rep5_counts.csv:1736,4915,502,17,9,19,19,331,118,0.2691769878787121,0.9930090737685184,0.36223000909890857,0.7481737374358024
output/traj10_set10_rep5_counts.csv:2083,4915,418,12,9,13,23,331,135,0.27171972966691976,0.9960850813103705,0.3710130226026053,0.735385234297292
output/traj10_set10_rep5_counts.csv:2431,4915,457,6,13,16,15,316,139,0.26538993940502537,0.9948267145887038,0.3660906590455994,0.728752077233792
output/traj10_set10_rep5_counts.csv:2778,4915,520,13,15,12,21,329,130,0.20051488198327497,0.9941276219655555,0.2811060208732704,0.717471238651204
output/traj10_set10_rep5_counts.csv:3125,4915,450,11,17,19,20,306,130,0.26227827371109685,0.9956656257364815,0.3711313459968366,0.709774839763542
output/traj10_set10_rep5_counts.csv:3472,4915,415,14,13,14,16,308,131,0.2598561064331261,0.9946868960640742,0.37114821188611674,0.7038971624974426
output/traj10_set10_rep6_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set10_rep6_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set10_rep6_counts.csv:347,4915,433,16,12,13,17,330,160,0.2855415350373083,0.9938479849162961,0.36127664515155616,0.7951778543154777
output/traj10_set10_rep6_counts.csv:694,4915,517,16,12,29,19,328,132,0.2786890675769206,0.9930090737685182,0.35938591489481353,0.7810732094628253
output/traj10_set10_rep6_counts.csv:1042,4915,472,11,19,21,15,313,135,0.16566932617464497,0.9948267145887034,0.21535803319663596,0.7731705444857951
output/traj10_set10_rep6_counts.csv:1389,4915,472,14,18,20,15,334,126,0.3348350042293378,0.9952461701625926,0.442223117984218,0.7607665338536289
output/traj10_set10_rep6_counts.csv:1736,4915,468,9,12,20,16,314,145,0.27623604732625606,0.9937081663916665,0.37096220705900873,0.749391157354231
output/traj10_set10_rep6_counts.csv:2083,4915,460,14,10,15,18,296,147,0.27400848632983854,0.9956656257364817,0.37004092508547864,0.7436007847857479
output/traj10_set10_rep6_counts.csv:2431,4915,457,13,11,22,16,322,107,0.23091770721911922,0.9935683478670368,0.3167555882889314,0.7336149385697239
output/traj10_set10_rep6_counts.csv:2778,4915,489,17,13,20,19,337,123,0.23640723015730333,0.9956656257364813,0.32589340618316187,0.7286378061716496
output/traj10_set10_rep6_counts.csv:3125,4915,491,12,20,21,21,317,132,0.2680105592280734,0.9958054442611112,0.37110585099207327,0.7252338925444866
output/traj10_set10_rep6_counts.csv:3472,4915,521,14,7,28,22,337,134,0.26548995946934917,0.9938479849162961,0.3709375347523971,0.7200551778881027
output/traj10_set10_rep7_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set10_rep7_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set10_rep7_counts.csv:347,4915,548,10,11,17,20,295,140,0.3970866090648581,0.9948267145887036,0.5040218869725758,0.7919771826647445
output/traj10_set10_rep7_counts.csv:694,4915,489,14,17,18,17,340,138,0.30785368947361946,0.9939440693317586,0.40088450729895136,0.772624107573637
output/traj10_set10_rep7_counts.csv:1042,4915,486,15,13,22,15,311,140,0.2806182284743214,0.9956656257364817,0.37060453427912043,0.7605203952205779
output/traj10_set10_rep7_counts.csv:1389,4915,525,12,11,26,16,337,134,0.2772244706286908,0.9944072590148146,0.37111306971289915,0.7512016918044985
output/traj10_set10_rep7_counts.csv:1736,4915,507,20,11,15,22,337,124,0.2735698250971527,0.9918905255714813,0.37109479342896173,0.7433370395505493
output/traj10_set10_rep7_counts.csv:2083,4915,516,14,16,19,22,301,117,0.19671087842663848,0.9945470775394446,0.26747019913483855,0.7394803271513166
output/traj10_set10_rep7_counts.csv:2431,4915,476,17,15,14,20,344,126,0.19340004548053338,0.9941276219655557,0.26705536268865804,0.7286809327188457
output/traj10_set10_rep7_counts.csv:2778,4915,483,13,7,16,17,279,135,0.2646012677400014,0.9955258072118519,0.36921233618340643,0.7201122278142925
output/traj10_set10_rep7_counts.csv:3125,4915,561,16,16,22,32,327,129,0.22743544618972378,0.9959452627857409,0.32030293233206986,0.7129681119047467
output/traj10_set10_rep7_counts.csv:3472,4915,468,13,15,16,21,328,153,0.26096339963797366,0.9952461701625924,0.3711130697128991,0.7067518930155599
output/traj10_set10_rep8_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set10_rep8_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set10_rep8_counts.csv:347,4915,476,15,12,27,13,323,153,0.29332361717507877,0.9938479849162964,0.37217237125116615,0.7930197021917508
output/traj10_set10_rep8_counts.csv:694,4915,443,11,12,13,21,353,124,0.43060253370544244,0.9931488922931482,0.5556619255722429,0.7803717132296653
output/traj10_set10_rep8_counts.csv:1042,4915,522,17,15,21,20,335,127,0.28314145982230854,0.9944072590148147,0.37100341200927456,0.7678203099296986
output/traj10_set10_rep8_counts.csv:1389,4915,450,12,17,18,13,272,146,0.23829948438337045,0.9956656257364813,0.3154951648051288,0.7587188273070467
output/traj10_set10_rep8_counts.csv:1736,4915,465,11,12,15,15,317,120,0.27484102100262375,0.9935683478670371,0.37118208275654424,0.7451570210831784
output/traj10_set10_rep8_counts.csv:2083,4915,457,11,10,19,19,286,140,0.22230111026608135,0.9960850813103705,0.30142458812613665,0.740563422790358
output/traj10_set10_rep8_counts.csv:2431,4915,478,20,14,12,18,352,126,0.2676407025463814,0.9937081663916669,0.3710399645771494,0.7258980276635003
output/traj10_set10_rep8_counts.csv:2778,4915,491,18,15,14,15,345,153,0.2644874812500664,0.9939878034409263,0.37087547802171245,0.7174662460174053
output/traj10_set10_rep8_counts.csv:3125,4915,514,18,13,22,20,316,115,0.25952518726770174,0.9938479849162964,0.37055341278629533,0.7047311593651805
output/traj10_set10_rep8_counts.csv:3472,4915,547,9,15,17,22,348,149,0.2347666693138066,0.9951063516379632,0.33782625860298415,0.6983486526424325
output/traj10_set10_rep9_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set10_rep9_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set10_rep9_counts.csv:347,4915,460,11,7,15,19,324,121,0.3606066086780889,0.994407259014815,0.4589846758790683,0.7899349220436637
output/traj10_set10_rep9_counts.csv:694,4915,515,9,9,17,25,305,135,0.2860875729366435,0.9945470775394444,0.37176324388941223,0.7738834585982856
output/traj10_set10_rep9_counts.csv:1042,4915,407,15,6,14,11,327,129,0.1863644612355765,0.9924497996700001,0.24498800190163345,0.7664773211027912
output/traj10_set10_rep9_counts.csv:1389,4915,515,25,16,24,17,315,118,0.27962431428753265,0.9942674404901853,0.3707305531751097,0.7584802357868178
output/traj10_set10_rep9_counts.csv:1736,4915,434,13,12,19,14,338,110,0.2353913021148505,0.9936644322824993,0.31421511208238234,0.7541575120023614
output/traj10_set10_rep9_counts.csv:2083,4915,469,15,16,17,20,332,130,0.274276269193329,0.9939878034409263,0.37080519041118365,0.744055003794324
output/traj10_set10_rep9_counts.csv:2431,4915,483,14,10,20,14,315,122,0.24125481541774463,0.9946868960640738,0.3294395796365079,0.7361023270282624
output/traj10_set10_rep9_counts.csv:2778,4915,450,14,15,14,16,338,135,0.23396770892883784,0.9942674404901853,0.3234898012331208,0.7275823598841906
output/traj10_set10_rep9_counts.csv:3125,4915,471,12,13,17,17,310,149,0.22489879511628297,0.996224899835,0.31308746471443605,0.7211445697614988
output/traj10_set10_rep9_counts.csv:3472,4915,461,14,13,22,18,318,139,0.24248174443698875,0.9945470775394446,0.3417425556680381,0.7135546020807533
output/traj10_set11_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set11_rep0_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set11_rep0_counts.csv:347,4915,427,10,8,12,13,328,304,0.5075254595776855,0.9962248998350002,0.6416088671997506,0.7941383712675595
output/traj10_set11_rep0_counts.csv:694,4915,451,7,9,15,18,328,260,0.35901388467742656,0.9950626175287959,0.4643802788863427,0.7770452297412198
output/traj10_set11_rep0_counts.csv:1042,4915,462,11,15,15,18,291,278,0.20394726710623878,0.9957617101519438,0.26670412778748104,0.7678755460230837
output/traj10_set11_rep0_counts.csv:1389,4915,530,19,18,17,23,327,263,0.2821654292373366,0.9952461701625926,0.37113134599683656,0.764011648208006
output/traj10_set11_rep0_counts.csv:1736,4915,450,12,12,12,16,328,278,0.2770240288163342,0.9935683478670371,0.3683445959816195,0.7568394851081545
output/traj10_set11_rep0_counts.csv:2083,4915,509,16,10,26,18,324,284,0.2653020246480151,0.9948267145887036,0.35321613407374003,0.7550021224250648
output/traj10_set11_rep0_counts.csv:2431,4915,528,22,14,17,22,309,272,0.27588192284783153,0.9945470775394446,0.3706955470111988,0.7482967387908942
output/traj10_set11_rep0_counts.csv:2778,4915,468,12,16,24,17,301,279,0.2729704473468545,0.9938479849162963,0.3707003340203024,0.740846985451619
output/traj10_set11_rep0_counts.csv:3125,4915,444,11,16,16,15,312,266,0.2641538696419745,0.9946868960640742,0.3646324111166713,0.7284749147725456
output/traj10_set11_rep0_counts.csv:3472,4915,490,13,18,12,15,339,271,0.239330190660928,0.9929653396593514,0.33334447998580546,0.7230511403073832
output/traj10_set11_rep1_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set11_rep1_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set11_rep1_counts.csv:347,4915,501,8,12,14,13,325,250,0.3439432421236865,0.9941362381626838,0.43753190593292296,0.7910357831384592
output/traj10_set11_rep1_counts.csv:694,4915,445,20,21,25,19,312,249,0.39847482953827823,0.9940838878563883,0.5160405138471748,0.7765656561002854
output/traj10_set11_rep1_counts.csv:1042,4915,376,16,8,13,16,324,256,0.26418092907066526,0.994407259014815,0.34606763605923213,0.7675790390785231
output/traj10_set11_rep1_counts.csv:1389,4915,506,18,11,19,17,294,290,0.273471559328041,0.9941276219655557,0.35891643240225274,0.7663649942902181
output/traj10_set11_rep1_counts.csv:1736,4915,484,14,12,28,13,307,284,0.2792355911439037,0.9939440693317587,0.3711861748486489,0.7567629493152336
output/traj10_set11_rep1_counts.csv:2083,4915,492,13,12,10,19,351,283,0.2773321585430995,0.9939003352225915,0.3707841705006312,0.7526530579206827
output/traj10_set11_rep1_counts.csv:2431,4915,480,12,11,17,15,342,280,0.2749167550994584,0.9959452627857407,0.3710911483094487,0.7437761992348697
output/traj10_set11_rep1_counts.csv:2778,4915,456,11,13,15,28,324,256,0.2586019220264713,0.9949665331133333,0.35164239752890286,0.7392116283715285
output/traj10_set11_rep1_counts.csv:3125,4915,470,9,8,21,18,325,288,0.2451898967376876,0.996644355408889,0.3362236436763409,0.7316003639764043
output/traj10_set11_rep1_counts.csv:3472,4915,437,12,13,15,11,334,259,0.2520470220549442,0.9956656257364815,0.3488973284329573,0.7257053235064689
output/traj10_set11_rep2_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set11_rep2_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set11_rep2_counts.csv:347,4915,536,20,14,21,20,285,275,0.3880730799410093,0.9939878034409261,0.49139302315289846,0.7947330278813116
output/traj10_set11_rep2_counts.csv:694,4915,462,14,15,18,14,324,271,0.4259702994977449,0.996644355408889,0.5461783920399126,0.78266943862312
output/traj10_set11_rep2_counts.csv:1042,4915,453,12,14,15,18,322,280,0.2839165923063951,0.994407259014815,0.3710947934289617,0.7694859726064401
output/traj10_set11_rep2_counts.csv:1389,4915,497,16,15,15,24,344,290,0.2808128853541838,0.9925458840854626,0.3710086380339841,0.7625827670168698
output/traj10_set11_rep2_counts.csv:1736,4915,476,9,18,20,19,328,266,0.27728150587705935,0.9938479849162961,0.3709851357253371,0.7520391463025512
output/traj10_set11_rep2_counts.csv:2083,4915,462,10,11,11,14,300,277,0.27079394131882006,0.9946431619549069,0.364429026572864,0.7469331066339833
output/traj10_set11_rep2_counts.csv:2431,4915,481,21,18,14,17,364,268,0.18872059143747602,0.9938479849162967,0.2561758930026768,0.741249813724684
output/traj10_set11_rep2_counts.csv:2778,4915,416,10,13,17,18,294,254,0.27033734059184183,0.9935683478670368,0.37104003539536384,0.7333251858029852
output/traj10_set11_rep2_counts.csv:3125,4915,505,23,8,18,19,296,260,0.26542243637787455,0.9937081663916669,0.3710947934289617,0.7198854353698779
output/traj10_set11_rep2_counts.csv:3472,4915,467,14,7,21,16,335,272,0.25111360049222753,0.9945470775394444,0.3512840581961123,0.7187143560522201
output/traj10_set11_rep3_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set11_rep3_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set11_rep3_counts.csv:347,4915,460,10,8,20,17,300,244,0.4340155052984343,0.9958054442611113,0.5533045369789382,0.7877316055428967
output/traj10_set11_rep3_counts.csv:694,4915,529,21,20,21,27,334,290,0.1893845401727958,0.9934285293424074,0.24485707055564535,0.7780482772263125
output/traj10_set11_rep3_counts.csv:1042,4915,444,11,16,24,9,342,229,0.28384598125615274,0.9957617101519438,0.37082064916990026,0.7687150015836871
output/traj10_set11_rep3_counts.csv:1389,4915,512,10,3,18,18,349,271,0.2810063414598638,0.9948267145887036,0.37107916955475234,0.7610778210837176
output/traj10_set11_rep3_counts.csv:1736,4915,515,10,19,21,25,344,264,0.22046642972618027,0.9946868960640742,0.2951147344024417,0.7508522575873142
output/traj10_set11_rep3_counts.csv:2083,4915,444,9,11,16,15,321,302,0.27453980826405566,0.9942674404901851,0.37080237288596263,0.7448766065763897
output/traj10_set11_rep3_counts.csv:2431,4915,489,13,18,17,22,307,289,0.27362687698693705,0.9942674404901851,0.3710943239245758,0.7415760668067974
output/traj10_set11_rep3_counts.csv:2778,4915,486,16,24,9,21,310,265,0.26150742337822586,0.9957179760427768,0.3570106622059476,0.7357502701746221
output/traj10_set11_rep3_counts.csv:3125,4915,506,7,11,28,28,305,267,0.2693807869986282,0.9962248998349998,0.3711854965164719,0.7284402478897714
output/traj10_set11_rep3_counts.csv:3472,4915,419,11,10,14,17,323,279,0.24432279821664946,0.9942237063810182,0.34106758002806953,0.7205705320295773
output/traj10_set11_rep4_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj10_set11_rep4_counts.csv:0,957,0,0,0,0,0,0,0,0.806508836610911,1.0,1.0,0.806508836610911
output/traj10_set11_rep4_counts.csv:347,4915,530,8,11,19,23,320,286,0.42688540782885975,0.9949665331133333,0.5451570750926651,0.7869073395024933
output/traj10_set11_rep4_counts.csv:694,4915,465,10,18,22,22,328,284,0.4217848103017257,0.9939440693317587,0.5500777503885141,0.7714655234844137
output/traj10_set11_rep4_counts.csv:1042,4915,462,9,6,14,22,322,283,0.30931049852721454,0.994643161954907,0.4091493346525428,0.7600648665203118
output/traj10_set11_rep4_counts.csv:1389,4915,455,14,14,19,14,321,264,0.15321890936875524,0.9939878034409261,0.20625302225356953,0.7472969761007967
output/traj10_set11_rep4_counts.csv:1736,4915,509,9,18,17,24,329,247,0.33956801918842483,0.9938042508071293,0.4595520076860984,0.7434046910246747
output/traj10_set11_rep4_counts.csv:2083,4915,497,13,9,14,20,305,289,0.251544361625741,0.9965045368842594,0.3440144914797532,0.7337000266078672
output/traj10_set11_rep4_counts.csv:2431,4915,493,20,17,15,18,340,267,0.4074174526634498,0.9934285293424074,0.5591523173500605,0.733607293931353
output/traj10_set11_rep4_counts.csv:2778,4915,513,5,11,19,15,305,268,0.26778492114572944,0.9948267145887038,0.371149622280774,0.7251417747730862
